"wave","happy","health","life","gTrust","finance","nTrust","income","edu","edu_c","country"
2,"3","3","4","2","2","2","3","3",NA,"South Africa"
2,"2","2","5","2","5","5","2","6",NA,"South Africa"
2,"2","5","2","2","4","4","2","2",NA,"South Africa"
2,"2","3","4","2","3","4","2","2",NA,"South Africa"
2,"4","3","6","2","1","3","3","2",NA,"South Africa"
2,"1","1","10","2","10","3",NA,"6",NA,"South Africa"
2,"2","2","5","no_answer","5","4","3","2",NA,"South Africa"
2,"4","2","7","2","1","3","3","6",NA,"South Africa"
2,"1","3","10","2","1","5","2","6",NA,"South Africa"
2,"3","4","6","2","1","no_answer","2","1",NA,"South Africa"
2,"4","1","4","2","1","3",NA,"7",NA,"South Africa"
2,"3","4","1","2","1","4","2","2",NA,"South Africa"
2,"2","3","5","1","3","2","3","6",NA,"South Africa"
2,"2","2","5","2","5","3","5","6",NA,"South Africa"
2,"4","3","1","2","1","4","2","3",NA,"South Africa"
2,"3","3","2","2","2","5","3","6",NA,"South Africa"
2,"2","3","8","2","2","5","2","6",NA,"South Africa"
2,"4","4","1","2","1","1","1","1",NA,"South Africa"
2,"3","3",NA,"2","3","4","6","6",NA,"South Africa"
2,"1","1","8","1","5","5","3","3",NA,"South Africa"
2,"2","3","5","no_answer","2","5","3","6",NA,"South Africa"
2,"2","2","8","1","5","5","5","3",NA,"South Africa"
2,"1","1","7","2","1","3","1","3",NA,"South Africa"
2,"3","3","5","2","2","5","2","6",NA,"South Africa"
2,"3","4","3","1","2","1","2","2",NA,"South Africa"
2,"2","1","7","2","8","4",NA,"7",NA,"South Africa"
2,"2","1","10","2","1","5",NA,"6",NA,"South Africa"
2,"2","4","5","1","10","1","8","9",NA,"South Africa"
2,"3","2","5","1","10","5","7","8",NA,"South Africa"
2,"2","2","6","2","1","4","1","6",NA,"South Africa"
2,"2","3","5","1","1","4","2","1",NA,"South Africa"
2,"4","3","3","2","1","5","1","1",NA,"South Africa"
2,"1","2","6","1","6","3","2","3",NA,"South Africa"
2,"2","2","8","1","1","3","1","2",NA,"South Africa"
2,"2","1","7","no_answer","1","5","3","7",NA,"South Africa"
2,"2","2","9","no_answer","6","5","3","3",NA,"South Africa"
2,"3","3","8","2","6","5","3","2",NA,"South Africa"
2,"2","3","5","1","5","3","3","3",NA,"South Africa"
2,"3","3","2","2","2","1","2","6",NA,"South Africa"
2,"2","3","2","2","2","5","3","2",NA,"South Africa"
2,"3","3","5","2","2","5","2","1",NA,"South Africa"
2,"3","3","3","2","3","4","3","2",NA,"South Africa"
2,"2","3","7","2","6","3","3","2",NA,"South Africa"
2,"1","1","9","2","3","4",NA,"6",NA,"South Africa"
2,"4","4","3","2","1","5","1","1",NA,"South Africa"
2,"2","1","5","2","1","1","2","3",NA,"South Africa"
2,"3","3","3","2","6","4","2","2",NA,"South Africa"
2,"3","2","8","1","10","2","2","6",NA,"South Africa"
2,"3","4","3","2","2","5","3","3",NA,"South Africa"
2,"2","4","2","2","1","4","2","7",NA,"South Africa"
2,"3","1","3","2","1","5","1","2",NA,"South Africa"
2,"2","3",NA,"2","2","5","3","7",NA,"South Africa"
2,"3","2","3","2","1","4","2","3",NA,"South Africa"
2,"4","2","1","no_answer","1","4","2","3",NA,"South Africa"
2,"4","2","3","2","2","4","2","6",NA,"South Africa"
2,"3","4","2","1","1","1","1","2",NA,"South Africa"
2,"3","1","4","2","2","5","2","6",NA,"South Africa"
2,"2","2","6","1","5","2","2","1",NA,"South Africa"
2,"1","2","7","2","7","3",NA,"8",NA,"South Africa"
2,"4","4","2","2","2","5","3","3",NA,"South Africa"
2,"2","2","7","2",NA,"4","2","6",NA,"South Africa"
2,"2","2","10","2","4","4","2","6",NA,"South Africa"
2,"3","2","5","2","2","5","2","6",NA,"South Africa"
2,"4","3","3","2","2","5","2","2",NA,"South Africa"
2,"2","1","5","no_answer","5","4","2","7",NA,"South Africa"
2,"3","2","2","2","4","3","2","6",NA,"South Africa"
2,"4","4","1","2","1","5","2","3",NA,"South Africa"
2,"4","3","1","2","1","5","2","3",NA,"South Africa"
2,"1","4","10","2","4","5","3","6",NA,"South Africa"
2,"2","2","5","2","5","5",NA,"1",NA,"South Africa"
2,"3","3","1","2","1","5","3","6",NA,"South Africa"
2,"1","1","8","2","8","4","3","6",NA,"South Africa"
2,"2","3","9","2","1","3","1","2",NA,"South Africa"
2,"2","1","10","2","2","4","3","6",NA,"South Africa"
2,"4","4","1","2","1","5","1","2",NA,"South Africa"
2,"2","1","10","2","10","2",NA,"7",NA,"South Africa"
2,"2","3","7","2","1","5","1","3",NA,"South Africa"
2,"2","1","10","1","10","3",NA,"7",NA,"South Africa"
2,"2","2","9","1","10","3","2","2",NA,"South Africa"
2,"2","2","9","2","3","5","2","2",NA,"South Africa"
2,"3","3","5","no_answer","7","5","5","7",NA,"South Africa"
2,"3","4","6","2","1","5","3","6",NA,"South Africa"
2,"1","3","6","1","2","5","3","3",NA,"South Africa"
2,"3","3","9","2","9","5","3","2",NA,"South Africa"
2,"1","3","6","2","2","5","1","6",NA,"South Africa"
2,"3","4","2","1","3","3","2","6",NA,"South Africa"
2,"1","2","1","no_answer","6","3",NA,"8",NA,"South Africa"
2,"2","2","8","2","5","4","6","9",NA,"South Africa"
2,"2","2","10","1","10","5","5","7",NA,"South Africa"
2,"2","4","3","2","1","5","2","2",NA,"South Africa"
2,"2","3","6","2","8","2","2","6",NA,"South Africa"
2,"3","3","5","1","1","3","3","2",NA,"South Africa"
2,"2","5","6","2","1","5","2","2",NA,"South Africa"
2,"3","3","1","2","1","5","3","7",NA,"South Africa"
2,"3","3","3","2","1","4","1","2",NA,"South Africa"
2,"3","2","4","2","2","4","2","2",NA,"South Africa"
2,"2","2","5","2","2","5","6","7",NA,"South Africa"
2,"4","1","10","1","1","5","8","7",NA,"South Africa"
2,"4","2","5","2","1","5","1","2",NA,"South Africa"
2,"2","1","8","2","5","5","5","3",NA,"South Africa"
2,"3","3","5","2","1","5","3","1",NA,"South Africa"
2,"2","2","7","no_answer","3","1","3","6",NA,"South Africa"
2,"1","3","7","2","3","3","3","3",NA,"South Africa"
2,"3","4","6","no_answer","1","2","2","3",NA,"South Africa"
2,"3","2","9","2","2","3","6","6",NA,"South Africa"
2,"4","3","1","2","1","5","3","6",NA,"South Africa"
2,"2","2","7","1","3","2",NA,"6",NA,"South Africa"
2,"4","2","3","1","1","5","3","3",NA,"South Africa"
2,"4","1","3","2","1","5","2","6",NA,"South Africa"
2,"3","3","1","2","1","1",NA,"7",NA,"South Africa"
2,"4","1","1","2","2","3","3","6",NA,"South Africa"
2,"2","2","5","2","4","5","1","6",NA,"South Africa"
2,"1","3","8","2","10","5","8","6",NA,"South Africa"
2,"1","1","10","2","10","5","6","6",NA,"South Africa"
2,"1","2","9","2","10","4","3","7",NA,"South Africa"
2,"4","3","1","1","1","4","1","2",NA,"South Africa"
2,"3","3",NA,"2","2","no_answer","5","2",NA,"South Africa"
2,"3","3","6","2","6","5",NA,"6",NA,"South Africa"
2,"2","1","7","no_answer","2","5",NA,"2",NA,"South Africa"
2,"2","3","9","2","7","3","5","2",NA,"South Africa"
2,"2","1","7","no_answer","5","5",NA,"3",NA,"South Africa"
2,"3","2","5","2","5","3","1","2",NA,"South Africa"
2,"2","1","9","1","8","3","5","6",NA,"South Africa"
2,"2","3","8","2","1","4","3","6",NA,"South Africa"
2,"2","2","9","2","1","2","2","3",NA,"South Africa"
2,"2","2","5","2","1","4","1","2",NA,"South Africa"
2,"1","1","5","1","1","5",NA,"6",NA,"South Africa"
2,"3","3","8","2","2","3","3","3",NA,"South Africa"
2,"4","4","2","2","1","5","3","6",NA,"South Africa"
2,"3","3","4","2","1","2","2","6",NA,"South Africa"
2,"4","2","5","2","2","5","2","6",NA,"South Africa"
2,"1","1","10","2","5","5","3","6",NA,"South Africa"
2,"2","1","7","2",NA,"5","1","6",NA,"South Africa"
2,"3","3","3","2","2","4","1","6",NA,"South Africa"
2,"4","3","1","2","1","3","1","2",NA,"South Africa"
2,"4","3","1","2","1","5","1","3",NA,"South Africa"
2,"2","4","10","2","10","5","3","6",NA,"South Africa"
2,"1","1","7","1","9","4",NA,"6",NA,"South Africa"
2,"2","3","5","2","4","3","2","6",NA,"South Africa"
2,"2","4","10","1","2","1","3","6",NA,"South Africa"
2,"2","1","1","2","1","3","1","2",NA,"South Africa"
2,"2","3","7","2","5","3",NA,"3",NA,"South Africa"
2,"2","2","5","2","1","5",NA,"6",NA,"South Africa"
2,"2","2","5","1","1","2","5","6",NA,"South Africa"
2,"2","1","8","1","1","1","2","6",NA,"South Africa"
2,"2","2","5","2","7","5","6","7",NA,"South Africa"
2,"1","1","8","no_answer","1","5",NA,"8",NA,"South Africa"
2,"3","2","2","2","4","5",NA,"6",NA,"South Africa"
2,"3","2","1","2","1","3","1","3",NA,"South Africa"
2,"2","2","2","2","1","5","3","6",NA,"South Africa"
2,"2","2","3","2","1","5",NA,"6",NA,"South Africa"
2,"2","1","4","2","5","5",NA,"6",NA,"South Africa"
2,"2","1","3","2","2","5","5","6",NA,"South Africa"
2,"3","1","8","2","1","4","3","6",NA,"South Africa"
2,"3","no_answer","6","2","3","5","1","2",NA,"South Africa"
2,"2","3","8","2","7","4","3","7",NA,"South Africa"
2,"3","2","4","no_answer","1","4",NA,"6",NA,"South Africa"
2,"2","1","8","2","5","5","2","6",NA,"South Africa"
2,"3","3","6","1","5","2","2","1",NA,"South Africa"
2,"1","1","8","1","6","4","3","3",NA,"South Africa"
2,"3","3","7","2","5","4","2","2",NA,"South Africa"
2,"2","1","8","2","4","5","2","2",NA,"South Africa"
2,"1","1","10","2","8","5","6","7",NA,"South Africa"
2,"3","3","4","2","2","4","2","6",NA,"South Africa"
2,"4","3","7","2","1","4","1","3",NA,"South Africa"
2,"3","3",NA,"2","3","no_answer","2","6",NA,"South Africa"
2,"3","3","2","2","1","5","1","6",NA,"South Africa"
2,"3","1","10","1","5","1","2","6",NA,"South Africa"
2,"2","4","10","1","1","5","2","7",NA,"South Africa"
2,"3","2","1","1","6","3","2","3",NA,"South Africa"
2,"2","1","10","2","10","5","5","6",NA,"South Africa"
2,"4","3","1","1","1","4","1","3",NA,"South Africa"
2,"3","3","6","1","1","3","3","2",NA,"South Africa"
2,"3","2","10","1","5","3","3","6",NA,"South Africa"
2,"2","4","5","2","2","5","2","6",NA,"South Africa"
2,"2","1","5","2","10","4","5","7",NA,"South Africa"
2,"4","2","1","no_answer","1","3","3","6",NA,"South Africa"
2,"1","1","9","1","8","3",NA,"6",NA,"South Africa"
2,"3","2","2","no_answer","3","5","3","6",NA,"South Africa"
2,"4","2","7","2","10","5","2","3",NA,"South Africa"
2,"3","5","2","1","1","5","1","2",NA,"South Africa"
2,"3","2","1","2","1","5","2","2",NA,"South Africa"
2,"2","3","5","1","5","3","3","2",NA,"South Africa"
2,"2","2","3","2","1","5","2","2",NA,"South Africa"
2,"3","2","1","2","1","5","2","2",NA,"South Africa"
2,"2","2","10","2","1","3","3","8",NA,"South Africa"
2,"3","3","5","2","1","5",NA,"7",NA,"South Africa"
2,"3","3","4","2","5","4","3","6",NA,"South Africa"
2,"4","3","9","2","1","5","3","7",NA,"South Africa"
2,"1","1","10","2","3","5","3","6",NA,"South Africa"
2,"3","1","5","2","1","5",NA,"7",NA,"South Africa"
2,"3","2","7","2","1","5","3","3",NA,"South Africa"
2,"2","3","5","2","5","5","3","6",NA,"South Africa"
2,"1","1","10","2","5","5","3","6",NA,"South Africa"
2,"2","3","9","2","8","3","6","9",NA,"South Africa"
2,"3","3","4","2","1","4","2","2",NA,"South Africa"
2,"3","1","3","2","2","4","1","3",NA,"South Africa"
2,"1","1","9","1","7","4",NA,"6",NA,"South Africa"
2,"1","1","10","1","7","1","3","6",NA,"South Africa"
2,"2","2","8","2","9","4",NA,"6",NA,"South Africa"
2,"1","3","6","2","1","5","3","6",NA,"South Africa"
2,"2","2","6","1","1","2","3","6",NA,"South Africa"
2,"4","2","3","2","1","3","1","6",NA,"South Africa"
2,"2","1","9","1","9","1","5","3",NA,"South Africa"
2,"4","4","1","2","1","4","3","7",NA,"South Africa"
2,"3","4","8","2","10","3","3","3",NA,"South Africa"
2,"2","2","2","2","3","3",NA,"7",NA,"South Africa"
2,"4","3","2","1","1","5","2","1",NA,"South Africa"
2,"2","2","4","2","8","5","2","6",NA,"South Africa"
2,"4","4","1","2","1","5","1","6",NA,"South Africa"
2,"4","1","3","2",NA,"3",NA,"6",NA,"South Africa"
2,"1","2","9","2","9","4",NA,"6",NA,"South Africa"
2,"4","2","2","2","2","5","1","3",NA,"South Africa"
2,"1","1","8","1","6","4","3","6",NA,"South Africa"
2,"2","3","6","1","5","2","3","7",NA,"South Africa"
2,"3","4","1","1","1","2","1","3",NA,"South Africa"
2,"4","4","3","1","2","2","3","6",NA,"South Africa"
2,"2","3",NA,"no_answer",NA,"5","1","1",NA,"South Africa"
2,"3","5","2","1","2","2","2","6",NA,"South Africa"
2,"2","3","6","1","5","3","2","2",NA,"South Africa"
2,"4","4","1","2","1","1","1","6",NA,"South Africa"
2,"1","2","7","2","4","3","2","6",NA,"South Africa"
2,"2","2","8","1","7","3","5","7",NA,"South Africa"
2,"2","1","5","no_answer","5","3","2","3",NA,"South Africa"
2,"3","4","6","1","2","2","3","3",NA,"South Africa"
2,"3","3","5","2","1","5","3","2",NA,"South Africa"
2,"1","4","2","2","5","5","3","1",NA,"South Africa"
2,"2","2","8","1","5","2","3","3",NA,"South Africa"
2,"4","3","3","2","3","3","2","6",NA,"South Africa"
2,"3","1","9","no_answer","2","3",NA,"7",NA,"South Africa"
2,"3","2","7","1","6","2",NA,"6",NA,"South Africa"
2,"4","2","2","no_answer","2","4","3","3",NA,"South Africa"
2,"3","2","2","2","1","2","2","3",NA,"South Africa"
2,"3","4","3","2","2","4","3","1",NA,"South Africa"
2,"2","1","5","1","5","3","2","2",NA,"South Africa"
2,"4","3","7","2","1","5","2","3",NA,"South Africa"
2,"3","3","7","1","6","3",NA,"6",NA,"South Africa"
2,"3","3","7","2","1","3","2","3",NA,"South Africa"
2,"2","3","5","2","5","3","1","2",NA,"South Africa"
2,"3","2","4","1","2","4","3","6",NA,"South Africa"
2,"4","1","1","2","1","5","7","8",NA,"South Africa"
2,"1","2","10","2","10","5","5","7",NA,"South Africa"
2,"3","1","10","2","5","1","7","2",NA,"South Africa"
2,"4","2","1","2","3","5",NA,"6",NA,"South Africa"
2,"3","3","6","2","1","5","3","3",NA,"South Africa"
2,"3","2","2","2","1","4","1","6",NA,"South Africa"
2,"4","2","3","2",NA,"5","3","6",NA,"South Africa"
2,"4","5","1","2","1","1","2","1",NA,"South Africa"
2,"3","3","1","2","1","5","1","1",NA,"South Africa"
2,"2","2","8","1","6","4","3","3",NA,"South Africa"
2,"3","2","1","2","2","2","2","2",NA,"South Africa"
2,"2","2","8","2","8","5","3","2",NA,"South Africa"
2,"2","1","5","2","6","no_answer",NA,"6",NA,"South Africa"
2,"2","1","7","2","1","4","2","6",NA,"South Africa"
2,"2","1","7","1","4","3","1","2",NA,"South Africa"
2,"1","1","10","1","10","2","3","1",NA,"South Africa"
2,"3","1","6","2","5","5",NA,"6",NA,"South Africa"
2,"2","3","1","2","1","no_answer","1","2",NA,"South Africa"
2,"3","3","5","no_answer","3","3","3","2",NA,"South Africa"
2,"3","3","7","1","1","1","2","2",NA,"South Africa"
2,"3","3","3","2","5","3","3","6",NA,"South Africa"
2,"4","5","1","no_answer","1","3","1","3",NA,"South Africa"
2,"2","4","4","1","4","3","1","1",NA,"South Africa"
2,"2","1","6","1","5","5",NA,"6",NA,"South Africa"
2,"3","3","5","2","3","5","1","2",NA,"South Africa"
2,"3","2","5","2","1","5","2","6",NA,"South Africa"
2,"3","4","5","2","3","5","1","2",NA,"South Africa"
2,"3","2","1","2","1","2","2","6",NA,"South Africa"
2,"3","2","4","1","6","4","3","1",NA,"South Africa"
2,"3","2","1","2","1","no_answer","2","6",NA,"South Africa"
2,"3","2","4","1","3","3","3","3",NA,"South Africa"
2,"1","1","10","1","10","2","3","3",NA,"South Africa"
2,"3","2","4","2","7","4","3","7",NA,"South Africa"
2,"1","3","10","2","5","3","6","6",NA,"South Africa"
2,"1","1","10","1","1","5","3","6",NA,"South Africa"
2,"3","4","7","2","3","1","1","6",NA,"South Africa"
2,"3","3","3","2","1","3","3","7",NA,"South Africa"
2,"4","2","1","2","1","4","2","6",NA,"South Africa"
2,"2","1","4","2","1","5","1","2",NA,"South Africa"
2,"2","2","5","1","7","2","2","2",NA,"South Africa"
2,"3","5","1","2","1","no_answer","2","1",NA,"South Africa"
2,"3","2","2","2","1","2","1","1",NA,"South Africa"
2,"2","1","6","2","4","3",NA,"6",NA,"South Africa"
2,"2","3","10","2","1","5","6","7",NA,"South Africa"
2,"1","1","2","2","2","3","3","6",NA,"South Africa"
2,"2","3","6","1","6","4","3","6",NA,"South Africa"
2,"3","1","5","2","3","1","2","6",NA,"South Africa"
2,"3","2","4","2","2","1","2","3",NA,"South Africa"
2,"4","4","1","2","2","no_answer","1","1",NA,"South Africa"
2,"4","3","3","2","4","5","3","6",NA,"South Africa"
2,"3","3","4","2","1","4","2","3",NA,"South Africa"
2,"2","2","5","2","1","3","3","6",NA,"South Africa"
2,"2","2","3","2","8","2","2","2",NA,"South Africa"
2,"2","2","9","1","7","5","3","7",NA,"South Africa"
2,"3","2","3","2","5","5","3","6",NA,"South Africa"
2,"2","1","9","2","8","2",NA,"6",NA,"South Africa"
2,"2","1","5","2","2","3","2","6",NA,"South Africa"
2,"4","3","2","2","1","3","1","6",NA,"South Africa"
2,"2","2","7","1","7","2","1","3",NA,"South Africa"
2,"2","3","5","2","1","3","2","6",NA,"South Africa"
2,"3","2","3","2","2","5","3","2",NA,"South Africa"
2,"4","2","5","2","6","4","3","2",NA,"South Africa"
2,"3","1","5","2",NA,"5","2","6",NA,"South Africa"
2,"3","3",NA,"2","2","4",NA,"6",NA,"South Africa"
2,"3","3","6","2","2","4","2","3",NA,"South Africa"
2,"3","2","5","2","1","5","2","2",NA,"South Africa"
2,"1","1","8","2","5","4",NA,"7",NA,"South Africa"
2,"2","2","5","1","1","5","2","3",NA,"South Africa"
2,"3","1","3","2","3","3","1","6",NA,"South Africa"
2,"3","2","8","2","4","5","1","1",NA,"South Africa"
2,"3","2","3","2","3","5","1","2",NA,"South Africa"
2,"1","3","10","1","10","4",NA,"7",NA,"South Africa"
2,"4","2","4","2","1","3","1","6",NA,"South Africa"
2,"3","3","7","2","7","4","2","1",NA,"South Africa"
2,"1","3","1","1","1","5",NA,"6",NA,"South Africa"
2,"2","3","3","1","2","4","3","6",NA,"South Africa"
2,"1","2","6","2","1","4","3","6",NA,"South Africa"
2,"1","2","5","no_answer",NA,"3","3","6",NA,"South Africa"
2,"1","2","10","1","1","4","2","2",NA,"South Africa"
2,"3","2","1","2","1","5","1","6",NA,"South Africa"
2,"2","2","9","2","6","3","3","6",NA,"South Africa"
2,"2","3","5","2","1","2","2","6",NA,"South Africa"
2,"2","3","5","no_answer","1","3",NA,"2",NA,"South Africa"
2,"4","3","5","1","1","5","3","6",NA,"South Africa"
2,"3","1","10","2","10","3","3","6",NA,"South Africa"
2,"2","1","7","2","10","3",NA,"6",NA,"South Africa"
2,"3","3","6","2","3","5",NA,"8",NA,"South Africa"
2,"2","2","10","2","1","5",NA,"2",NA,"South Africa"
2,"3","1","1","2","1","4","3","6",NA,"South Africa"
2,"2","1","6","1","9","5","6","2",NA,"South Africa"
2,"2","2","8","2","1","4","2","2",NA,"South Africa"
2,"4","1","1","2","1","5","1","3",NA,"South Africa"
2,"3","3","5","2","1","5","1","6",NA,"South Africa"
2,"3","4","1","2","1","5","1","3",NA,"South Africa"
2,"3","3","8","no_answer","1","5","3","1",NA,"South Africa"
2,"3","3","10","no_answer","1","5","3","2",NA,"South Africa"
2,"3","3","10","1","1","5","1","3",NA,"South Africa"
2,"2","2","10","2","1","3","3","2",NA,"South Africa"
2,"3","3","6","2","1","3","3","6",NA,"South Africa"
2,"2","4","5","2","5","5","6","6",NA,"South Africa"
2,"2","2","1","no_answer","3","5","2","6",NA,"South Africa"
2,"3","1","9","2","10","5","6","6",NA,"South Africa"
2,"3","2","5","1","6","4","2","6",NA,"South Africa"
2,"1","2","10","2","7","5","3","6",NA,"South Africa"
2,"1","3","8","1","2","4","3","3",NA,"South Africa"
2,"4","3","3","no_answer","5","1","3","3",NA,"South Africa"
2,"2","2","1","2","1","5","3","3",NA,"South Africa"
2,"1","1","8","2","8","4","2","6",NA,"South Africa"
2,"2","1","8","2","3","5","2","6",NA,"South Africa"
2,"2","1","7","2","5","5","1","6",NA,"South Africa"
2,"4","3","1","2","1","2","2","2",NA,"South Africa"
2,"4","3","2","2","1","5","2","2",NA,"South Africa"
2,"1","4","8","2","5","5","2","6",NA,"South Africa"
2,"3","1","7","1","4","1","2","3",NA,"South Africa"
2,"3","3","2","1","1","1","2","3",NA,"South Africa"
2,"2","1","7","2","9","4","3","6",NA,"South Africa"
2,"2","1","8","2","9","4","3","6",NA,"South Africa"
2,"1","1","5","2","9","5","1","3",NA,"South Africa"
2,"1","1","10","1","10","5","3","7",NA,"South Africa"
2,"1","2","10","1","1","4","2","6",NA,"South Africa"
2,"1","4","10","2","1","5","3","6",NA,"South Africa"
2,"3","2","8","2","8","5",NA,"6",NA,"South Africa"
2,"4","5","5","2","1","5","2","7",NA,"South Africa"
2,"3","3","4","2","1","5",NA,"6",NA,"South Africa"
2,"2","2","3","2","1","5","3","2",NA,"South Africa"
2,"2","2","5","2","4","5","3","7",NA,"South Africa"
2,"2","2","1","2","2","4","3","2",NA,"South Africa"
2,"4","4","2","2","2","2","1","2",NA,"South Africa"
2,"2","2","5","2","5","4","5","3",NA,"South Africa"
2,"2","2","6","1","3","3","3","2",NA,"South Africa"
2,"1","1","10","2","7","4","5","6",NA,"South Africa"
2,"2","4","7","1","6","3","2","1",NA,"South Africa"
2,"2","1","5","no_answer","5","4","3","6",NA,"South Africa"
2,"3","2","5","no_answer","1","4","1","6",NA,"South Africa"
2,"2","1","5","2","2","3","2","6",NA,"South Africa"
2,"2","2","7","2","8","4","5","6",NA,"South Africa"
2,"4","4","1","2","1","2","2","2",NA,"South Africa"
2,"2","1","1","2","2","5",NA,"1",NA,"South Africa"
